Round Number,Date,Location,Team_1,Team_2
1,1/11/2015,Christchurch,New Zealand,Sri Lanka
1,1/12/2015,Dubai (DSC),Ireland,Scotland
1,1/12/2015,Dubai (DSC),Ireland,Scotland
1,1/14/2015,Abu Dhabi,Afghanistan,Scotland
1,1/14/2015,Abu Dhabi,Afghanistan,Scotland
1,1/15/2015,Hamilton,New Zealand,Sri Lanka
1,1/15/2015,Hamilton,New Zealand,Sri Lanka
1,1/16/2015,Durban,South Africa,West Indies
1,1/16/2015,Durban,South Africa,West Indies
1,1/16/2015,Sydney,Australia,England
1,1/16/2015,Sydney,Australia,England
1,1/17/2015,Auckland,New Zealand,Sri Lanka
1,1/17/2015,Auckland,New Zealand,Sri Lanka
1,1/17/2015,Dubai (DSC),Afghanistan,Ireland
1,1/17/2015,Dubai (DSC),Afghanistan,Ireland
1,1/18/2015,Johannesburg,South Africa,West Indies
1,1/18/2015,Johannesburg,South Africa,West Indies
1,1/18/2015,Melbourne,Australia,India
1,1/18/2015,Melbourne,Australia,India
1,1/19/2015,ICCA Dubai,Ireland,Scotland
1,1/19/2015,ICCA Dubai,Ireland,Scotland
1,1/20/2015,Nelson,New Zealand,Sri Lanka
1,1/20/2015,Nelson,New Zealand,Sri Lanka
1,1/20/2015,Brisbane,England,India
1,1/20/2015,Brisbane,England,India
1,1/21/2015,East London,South Africa,West Indies
1,1/21/2015,East London,South Africa,West Indies
1,1/23/2015,Dunedin,New Zealand,Sri Lanka
1,1/23/2015,Dunedin,New Zealand,Sri Lanka
1,1/23/2015,Hobart,Australia,England
1,1/23/2015,Hobart,Australia,England
1,1/25/2015,Port Elizabeth,South Africa,West Indies
1,1/25/2015,Port Elizabeth,South Africa,West Indies
1,1/25/2015,Dunedin,New Zealand,Sri Lanka
1,1/25/2015,Dunedin,New Zealand,Sri Lanka
1,1/26/2015,Sydney,Australia,India
1,1/26/2015,Sydney,Australia,India
1,1/28/2015,Centurion,South Africa,West Indies
1,1/28/2015,Centurion,South Africa,West Indies
1,1/29/2015,Wellington,New Zealand,Sri Lanka
1,1/29/2015,Wellington,New Zealand,Sri Lanka
1,1/30/2015,Perth,England,India
1,1/30/2015,Perth,England,India
1,1/31/2015,Wellington,New Zealand,Pakistan
1,1/31/2015,Wellington,New Zealand,Pakistan
1,2/1/2015,Perth,Australia,England
1,2/1/2015,Perth,Australia,England
1,2/3/2015,Napier,New Zealand,Pakistan
1,2/3/2015,Napier,New Zealand,Pakistan
1,2/14/2015,Christchurch,New Zealand,Sri Lanka
1,2/14/2015,Christchurch,New Zealand,Sri Lanka
1,2/14/2015,Melbourne,Australia,England
1,2/14/2015,Melbourne,Australia,England
1,2/15/2015,Hamilton,South Africa,Zimbabwe
1,2/15/2015,Hamilton,South Africa,Zimbabwe
1,2/15/2015,Adelaide,India,Pakistan
1,2/15/2015,Adelaide,India,Pakistan
1,2/16/2015,Nelson,Ireland,West Indies
1,2/16/2015,Nelson,Ireland,West Indies
1,2/17/2015,Dunedin,New Zealand,Scotland
1,2/17/2015,Dunedin,New Zealand,Scotland
1,2/18/2015,Canberra,Afghanistan,Bangladesh
1,2/18/2015,Canberra,Afghanistan,Bangladesh
1,2/19/2015,Nelson,U.A.E.,Zimbabwe
1,2/20/2015,Wellington,New Zealand,England
1,2/20/2015,Wellington,New Zealand,England
1,2/21/2015,Christchurch,Pakistan,West Indies
1,2/21/2015,Christchurch,Pakistan,West Indies
1,2/21/2015,Brisbane,Australia,Bangladesh
1,2/21/2015,Brisbane,Australia,Bangladesh
1,2/22/2015,Melbourne,India,South Africa
1,2/22/2015,Melbourne,India,South Africa
1,2/22/2015,Dunedin,Afghanistan,Sri Lanka
1,2/22/2015,Dunedin,Afghanistan,Sri Lanka
1,2/23/2015,Christchurch,England,Scotland
1,2/23/2015,Christchurch,England,Scotland
1,2/24/2015,Canberra,West Indies,Zimbabwe
1,2/24/2015,Canberra,West Indies,Zimbabwe
1,2/25/2015,Brisbane,Ireland,U.A.E.
1,2/26/2015,Melbourne,Bangladesh,Sri Lanka
1,2/26/2015,Melbourne,Bangladesh,Sri Lanka
1,2/26/2015,Dunedin,Afghanistan,Scotland
1,2/26/2015,Dunedin,Afghanistan,Scotland
1,2/27/2015,Sydney,South Africa,West Indies
1,2/27/2015,Sydney,South Africa,West Indies
1,2/28/2015,Auckland,New Zealand,Australia
1,2/28/2015,Auckland,New Zealand,Australia
1,2/28/2015,Perth,India,U.A.E.
1,3/1/2015,Brisbane,Pakistan,Zimbabwe
1,3/1/2015,Brisbane,Pakistan,Zimbabwe
1,3/1/2015,Wellington,England,Sri Lanka
1,3/1/2015,Wellington,England,Sri Lanka
1,3/3/2015,Canberra,Ireland,South Africa
1,3/3/2015,Canberra,Ireland,South Africa
1,3/4/2015,Napier,Pakistan,U.A.E.
1,3/4/2015,Perth,Australia,Afghanistan
1,3/4/2015,Perth,Australia,Afghanistan
1,3/5/2015,Nelson,Bangladesh,Scotland
1,3/5/2015,Nelson,Bangladesh,Scotland
1,3/6/2015,Perth,India,West Indies
1,3/6/2015,Perth,India,West Indies
1,3/7/2015,Auckland,Pakistan,South Africa
1,3/7/2015,Auckland,Pakistan,South Africa
1,3/7/2015,Hobart,Ireland,Zimbabwe
1,3/7/2015,Hobart,Ireland,Zimbabwe
1,3/8/2015,Napier,New Zealand,Afghanistan
1,3/8/2015,Napier,New Zealand,Afghanistan
1,3/8/2015,Sydney,Australia,Sri Lanka
1,3/8/2015,Sydney,Australia,Sri Lanka
1,3/9/2015,Adelaide,Bangladesh,England
1,3/9/2015,Adelaide,Bangladesh,England
1,3/10/2015,Hamilton,India,Ireland
1,3/10/2015,Hamilton,India,Ireland
1,3/11/2015,Hobart,Scotland,Sri Lanka
1,3/11/2015,Hobart,Scotland,Sri Lanka
1,3/12/2015,Wellington,South Africa,U.A.E.
1,3/13/2015,Hamilton,New Zealand,Bangladesh
1,3/13/2015,Hamilton,New Zealand,Bangladesh
1,3/13/2015,Sydney,Afghanistan,England
1,3/13/2015,Sydney,Afghanistan,England
1,3/14/2015,Auckland,India,Zimbabwe
1,3/14/2015,Auckland,India,Zimbabwe
1,3/14/2015,Hobart,Australia,Scotland
1,3/14/2015,Hobart,Australia,Scotland
1,3/15/2015,Napier,U.A.E.,West Indies
1,3/15/2015,Adelaide,Ireland,Pakistan
1,3/15/2015,Adelaide,Ireland,Pakistan
1,3/18/2015,Sydney,South Africa,Sri Lanka
1,3/18/2015,Sydney,South Africa,Sri Lanka
1,3/19/2015,Melbourne,Bangladesh,India
1,3/19/2015,Melbourne,Bangladesh,India
1,3/20/2015,Adelaide,Australia,Pakistan
1,3/20/2015,Adelaide,Australia,Pakistan
1,3/21/2015,Wellington,New Zealand,West Indies
1,3/21/2015,Wellington,New Zealand,West Indies
1,3/24/2015,Auckland,New Zealand,South Africa
1,3/24/2015,Auckland,New Zealand,South Africa
1,3/26/2015,Sydney,Australia,India
1,3/26/2015,Sydney,Australia,India
1,3/29/2015,Melbourne,Australia,New Zealand
1,3/29/2015,Melbourne,Australia,New Zealand
1,4/17/2015,Dhaka,Bangladesh,Pakistan
1,4/17/2015,Dhaka,Bangladesh,Pakistan
1,4/19/2015,Dhaka,Bangladesh,Pakistan
1,4/19/2015,Dhaka,Bangladesh,Pakistan
1,4/22/2015,Dhaka,Bangladesh,Pakistan
1,4/22/2015,Dhaka,Bangladesh,Pakistan
1,5/8/2015,Dublin (Malahide),Ireland,England
1,5/8/2015,Dublin (Malahide),Ireland,England
1,5/26/2015,Lahore,Pakistan,Zimbabwe
1,5/26/2015,Lahore,Pakistan,Zimbabwe
1,5/29/2015,Lahore,Pakistan,Zimbabwe
1,5/29/2015,Lahore,Pakistan,Zimbabwe
1,5/31/2015,Lahore,Pakistan,Zimbabwe
1,5/31/2015,Lahore,Pakistan,Zimbabwe
1,6/9/2015,Birmingham,England,New Zealand
1,6/9/2015,Birmingham,England,New Zealand
1,6/12/2015,The Oval,England,New Zealand
1,6/12/2015,The Oval,England,New Zealand
1,6/14/2015,Southampton,England,New Zealand
1,6/14/2015,Southampton,England,New Zealand
1,6/17/2015,Nottingham,England,New Zealand
1,6/17/2015,Nottingham,England,New Zealand
1,6/18/2015,Dhaka,Bangladesh,India
1,6/18/2015,Dhaka,Bangladesh,India
1,6/20/2015,Chester-le-Street,England,New Zealand
1,6/20/2015,Chester-le-Street,England,New Zealand
1,6/21/2015,Dhaka,Bangladesh,India
1,6/21/2015,Dhaka,Bangladesh,India
1,6/24/2015,Dhaka,Bangladesh,India
1,6/24/2015,Dhaka,Bangladesh,India
1,7/10/2015,Harare,Zimbabwe,India
1,7/10/2015,Harare,Zimbabwe,India
1,7/10/2015,Dhaka,Bangladesh,South Africa
1,7/10/2015,Dhaka,Bangladesh,South Africa
1,7/11/2015,Dambulla,Sri Lanka,Pakistan
1,7/11/2015,Dambulla,Sri Lanka,Pakistan
1,7/12/2015,Harare,Zimbabwe,India
1,7/12/2015,Harare,Zimbabwe,India
1,7/12/2015,Dhaka,Bangladesh,South Africa
1,7/12/2015,Dhaka,Bangladesh,South Africa
1,7/14/2015,Harare,Zimbabwe,India
1,7/14/2015,Harare,Zimbabwe,India
1,7/15/2015,Pallekele,Sri Lanka,Pakistan
1,7/15/2015,Pallekele,Sri Lanka,Pakistan
1,7/15/2015,Chattogram,Bangladesh,South Africa
1,7/15/2015,Chattogram,Bangladesh,South Africa
1,7/19/2015,Colombo (RPS),Sri Lanka,Pakistan
1,7/19/2015,Colombo (RPS),Sri Lanka,Pakistan
1,7/22/2015,Colombo (RPS),Sri Lanka,Pakistan
1,7/22/2015,Colombo (RPS),Sri Lanka,Pakistan
1,7/26/2015,Hambantota,Sri Lanka,Pakistan
1,7/26/2015,Hambantota,Sri Lanka,Pakistan
1,8/2/2015,Harare,Zimbabwe,New Zealand
1,8/2/2015,Harare,Zimbabwe,New Zealand
1,8/4/2015,Harare,Zimbabwe,New Zealand
1,8/4/2015,Harare,Zimbabwe,New Zealand
1,8/7/2015,Harare,Zimbabwe,New Zealand
1,8/7/2015,Harare,Zimbabwe,New Zealand
1,8/19/2015,Centurion,South Africa,New Zealand
1,8/19/2015,Centurion,South Africa,New Zealand
1,8/23/2015,Potchefstroom,South Africa,New Zealand
1,8/23/2015,Potchefstroom,South Africa,New Zealand
1,8/26/2015,Durban,South Africa,New Zealand
1,8/26/2015,Durban,South Africa,New Zealand
1,8/27/2015,Belfast,Ireland,Australia
1,8/27/2015,Belfast,Ireland,Australia
1,9/3/2015,Southampton,England,Australia
1,9/3/2015,Southampton,England,Australia
1,9/5/2015,Lord's,England,Australia
1,9/5/2015,Lord's,England,Australia
1,9/8/2015,Manchester,England,Australia
1,9/8/2015,Manchester,England,Australia
1,9/11/2015,Leeds,England,Australia
1,9/11/2015,Leeds,England,Australia
1,9/13/2015,Manchester,England,Australia
1,9/13/2015,Manchester,England,Australia
1,10/1/2015,Harare,Zimbabwe,Pakistan
1,10/1/2015,Harare,Zimbabwe,Pakistan
1,10/3/2015,Harare,Zimbabwe,Pakistan
1,10/3/2015,Harare,Zimbabwe,Pakistan
1,10/5/2015,Harare,Zimbabwe,Pakistan
1,10/5/2015,Harare,Zimbabwe,Pakistan
1,10/9/2015,Harare,Zimbabwe,Ireland
1,10/9/2015,Harare,Zimbabwe,Ireland
1,10/11/2015,Harare,Zimbabwe,Ireland
1,10/11/2015,Harare,Zimbabwe,Ireland
1,10/11/2015,Kanpur,India,South Africa
1,10/11/2015,Kanpur,India,South Africa
1,10/13/2015,Harare,Zimbabwe,Ireland
1,10/13/2015,Harare,Zimbabwe,Ireland
1,10/14/2015,Indore,India,South Africa
1,10/14/2015,Indore,India,South Africa
1,10/16/2015,Bulawayo,Zimbabwe,Afghanistan
1,10/16/2015,Bulawayo,Zimbabwe,Afghanistan
1,10/18/2015,Bulawayo,Zimbabwe,Afghanistan
1,10/18/2015,Bulawayo,Zimbabwe,Afghanistan
1,10/18/2015,Rajkot,India,South Africa
1,10/18/2015,Rajkot,India,South Africa
1,10/20/2015,Bulawayo,Zimbabwe,Afghanistan
1,10/20/2015,Bulawayo,Zimbabwe,Afghanistan
1,10/22/2015,Bulawayo,Zimbabwe,Afghanistan
1,10/22/2015,Bulawayo,Zimbabwe,Afghanistan
1,10/22/2015,Chennai,India,South Africa
1,10/22/2015,Chennai,India,South Africa
1,10/24/2015,Bulawayo,Zimbabwe,Afghanistan
1,10/24/2015,Bulawayo,Zimbabwe,Afghanistan
1,10/25/2015,Mumbai,India,South Africa
1,10/25/2015,Mumbai,India,South Africa
1,11/1/2015,Colombo (RPS),Sri Lanka,West Indies
1,11/1/2015,Colombo (RPS),Sri Lanka,West Indies
1,11/4/2015,Colombo (RPS),Sri Lanka,West Indies
1,11/4/2015,Colombo (RPS),Sri Lanka,West Indies
1,11/7/2015,Pallekele,Sri Lanka,West Indies
1,11/7/2015,Pallekele,Sri Lanka,West Indies
1,11/7/2015,Dhaka,Bangladesh,Zimbabwe
1,11/7/2015,Dhaka,Bangladesh,Zimbabwe
1,11/9/2015,Dhaka,Bangladesh,Zimbabwe
1,11/9/2015,Dhaka,Bangladesh,Zimbabwe
1,11/11/2015,Abu Dhabi,England,Pakistan
1,11/11/2015,Abu Dhabi,England,Pakistan
1,11/11/2015,Dhaka,Bangladesh,Zimbabwe
1,11/11/2015,Dhaka,Bangladesh,Zimbabwe
1,11/13/2015,Abu Dhabi,England,Pakistan
1,11/13/2015,Abu Dhabi,England,Pakistan
1,11/17/2015,Sharjah,England,Pakistan
1,11/17/2015,Sharjah,England,Pakistan
1,11/20/2015,Dubai (DSC),England,Pakistan
1,11/20/2015,Dubai (DSC),England,Pakistan
1,12/25/2015,Sharjah,Afghanistan,Zimbabwe
1,12/25/2015,Sharjah,Afghanistan,Zimbabwe
1,12/26/2015,Christchurch,New Zealand,Sri Lanka
1,12/26/2015,Christchurch,New Zealand,Sri Lanka
1,12/28/2015,Christchurch,New Zealand,Sri Lanka
1,12/28/2015,Christchurch,New Zealand,Sri Lanka
1,12/29/2015,Sharjah,Afghanistan,Zimbabwe
1,12/29/2015,Sharjah,Afghanistan,Zimbabwe
1,12/31/2015,Nelson,New Zealand,Sri Lanka
1,12/31/2015,Nelson,New Zealand,Sri Lanka
1,1/2/2016,Nelson,New Zealand,Sri Lanka
1,1/2/2016,Nelson,New Zealand,Sri Lanka
1,1/2/2016,Sharjah,Afghanistan,Zimbabwe
1,1/2/2016,Sharjah,Afghanistan,Zimbabwe
1,1/4/2016,Sharjah,Afghanistan,Zimbabwe
1,1/4/2016,Sharjah,Afghanistan,Zimbabwe
1,1/5/2016,Mount Maunganui,New Zealand,Sri Lanka
1,1/5/2016,Mount Maunganui,New Zealand,Sri Lanka
1,1/6/2016,Sharjah,Afghanistan,Zimbabwe
1,1/6/2016,Sharjah,Afghanistan,Zimbabwe
1,1/12/2016,Perth,Australia,India
1,1/12/2016,Perth,Australia,India
1,1/15/2016,Brisbane,Australia,India
1,1/15/2016,Brisbane,Australia,India
1,1/17/2016,Melbourne,Australia,India
1,1/17/2016,Melbourne,Australia,India
1,1/20/2016,Canberra,Australia,India
1,1/20/2016,Canberra,Australia,India
1,1/23/2016,Sydney,Australia,India
1,1/23/2016,Sydney,Australia,India
1,1/25/2016,Wellington,New Zealand,Pakistan
1,1/25/2016,Wellington,New Zealand,Pakistan
1,1/26/2016,Mong Kok,Hong Kong,Scotland
1,1/28/2016,Napier,New Zealand,Pakistan
1,1/28/2016,Napier,New Zealand,Pakistan
1,1/28/2016,Mong Kok,Hong Kong,Scotland
1,1/31/2016,Auckland,New Zealand,Pakistan
1,1/31/2016,Auckland,New Zealand,Pakistan
1,2/3/2016,Bloemfontein,South Africa,England
1,2/3/2016,Bloemfontein,South Africa,England
1,2/3/2016,Auckland,New Zealand,Australia
1,2/3/2016,Auckland,New Zealand,Australia
1,2/6/2016,Port Elizabeth,South Africa,England
1,2/6/2016,Port Elizabeth,South Africa,England
1,2/6/2016,Wellington,New Zealand,Australia
1,2/6/2016,Wellington,New Zealand,Australia
1,2/8/2016,Hamilton,New Zealand,Australia
1,2/8/2016,Hamilton,New Zealand,Australia
1,2/9/2016,Centurion,South Africa,England
1,2/9/2016,Centurion,South Africa,England
1,2/12/2016,Johannesburg,South Africa,England
1,2/12/2016,Johannesburg,South Africa,England
1,2/14/2016,Cape Town,South Africa,England
1,2/14/2016,Cape Town,South Africa,England
1,6/3/2016,Providence,West Indies,South Africa
1,6/3/2016,Providence,West Indies,South Africa
1,6/5/2016,Providence,West Indies,Australia
1,6/5/2016,Providence,West Indies,Australia
1,6/7/2016,Providence,Australia,South Africa
1,6/7/2016,Providence,Australia,South Africa
1,6/11/2016,Harare,Zimbabwe,India
1,6/11/2016,Harare,Zimbabwe,India
1,6/11/2016,Basseterre,Australia,South Africa
1,6/11/2016,Basseterre,Australia,South Africa
1,6/13/2016,Harare,Zimbabwe,India
1,6/13/2016,Harare,Zimbabwe,India
1,6/13/2016,Basseterre,West Indies,Australia
1,6/13/2016,Basseterre,West Indies,Australia
1,6/15/2016,Harare,Zimbabwe,India
1,6/15/2016,Harare,Zimbabwe,India
1,6/15/2016,Basseterre,West Indies,South Africa
1,6/15/2016,Basseterre,West Indies,South Africa
1,6/16/2016,Dublin (Malahide),Ireland,Sri Lanka
1,6/16/2016,Dublin (Malahide),Ireland,Sri Lanka
1,6/18/2016,Dublin (Malahide),Ireland,Sri Lanka
1,6/18/2016,Dublin (Malahide),Ireland,Sri Lanka
1,6/19/2016,Bridgetown,Australia,South Africa
1,6/19/2016,Bridgetown,Australia,South Africa
1,6/21/2016,Bridgetown,West Indies,Australia
1,6/21/2016,Bridgetown,West Indies,Australia
1,6/21/2016,Nottingham,England,Sri Lanka
1,6/21/2016,Nottingham,England,Sri Lanka
1,6/24/2016,Bridgetown,West Indies,South Africa
1,6/24/2016,Bridgetown,West Indies,South Africa
1,6/24/2016,Birmingham,England,Sri Lanka
1,6/24/2016,Birmingham,England,Sri Lanka
1,6/26/2016,Bridgetown,West Indies,Australia
1,6/26/2016,Bridgetown,West Indies,Australia
1,6/26/2016,Bristol,England,Sri Lanka
1,6/26/2016,Bristol,England,Sri Lanka
1,6/29/2016,The Oval,England,Sri Lanka
1,6/29/2016,The Oval,England,Sri Lanka
1,7/2/2016,Cardiff,England,Sri Lanka
1,7/2/2016,Cardiff,England,Sri Lanka
1,7/4/2016,Edinburgh,Scotland,Afghanistan
1,7/4/2016,Edinburgh,Scotland,Afghanistan
1,7/6/2016,Edinburgh,Scotland,Afghanistan
1,7/6/2016,Edinburgh,Scotland,Afghanistan
1,7/10/2016,Belfast,Ireland,Afghanistan
1,7/10/2016,Belfast,Ireland,Afghanistan
1,7/12/2016,Belfast,Ireland,Afghanistan
1,7/12/2016,Belfast,Ireland,Afghanistan
1,7/14/2016,Belfast,Ireland,Afghanistan
1,7/14/2016,Belfast,Ireland,Afghanistan
1,7/17/2016,Belfast,Ireland,Afghanistan
1,7/17/2016,Belfast,Ireland,Afghanistan
1,7/19/2016,Belfast,Ireland,Afghanistan
1,7/19/2016,Belfast,Ireland,Afghanistan
1,8/14/2016,Edinburgh,Scotland,U.A.E.
1,8/16/2016,Edinburgh,Scotland,U.A.E.
1,8/18/2016,Dublin (Malahide),Ireland,Pakistan
1,8/18/2016,Dublin (Malahide),Ireland,Pakistan
1,8/20/2016,Dublin (Malahide),Ireland,Pakistan
1,8/20/2016,Dublin (Malahide),Ireland,Pakistan
1,8/21/2016,Colombo (RPS),Sri Lanka,Australia
1,8/21/2016,Colombo (RPS),Sri Lanka,Australia
1,8/24/2016,Colombo (RPS),Sri Lanka,Australia
1,8/24/2016,Colombo (RPS),Sri Lanka,Australia
1,8/24/2016,Southampton,England,Pakistan
1,8/24/2016,Southampton,England,Pakistan
1,8/27/2016,Lord's,England,Pakistan
1,8/27/2016,Lord's,England,Pakistan
1,8/28/2016,Dambulla,Sri Lanka,Australia
1,8/28/2016,Dambulla,Sri Lanka,Australia
1,8/30/2016,Nottingham,England,Pakistan
1,8/30/2016,Nottingham,England,Pakistan
1,8/31/2016,Dambulla,Sri Lanka,Australia
1,8/31/2016,Dambulla,Sri Lanka,Australia
1,9/1/2016,Leeds,England,Pakistan
1,9/1/2016,Leeds,England,Pakistan
1,9/4/2016,Pallekele,Sri Lanka,Australia
1,9/4/2016,Pallekele,Sri Lanka,Australia
1,9/4/2016,Cardiff,England,Pakistan
1,9/4/2016,Cardiff,England,Pakistan
1,9/8/2016,Edinburgh,Scotland,Hong Kong
1,9/10/2016,Edinburgh,Scotland,Hong Kong
1,9/25/2016,Benoni,South Africa,Ireland
1,9/25/2016,Benoni,South Africa,Ireland
1,9/25/2016,Dhaka,Bangladesh,Afghanistan
1,9/25/2016,Dhaka,Bangladesh,Afghanistan
1,9/27/2016,Benoni,Australia,Ireland
1,9/27/2016,Benoni,Australia,Ireland
1,9/28/2016,Dhaka,Bangladesh,Afghanistan
1,9/28/2016,Dhaka,Bangladesh,Afghanistan
1,9/30/2016,Centurion,South Africa,Australia
1,9/30/2016,Centurion,South Africa,Australia
1,9/30/2016,Sharjah,Pakistan,West Indies
1,9/30/2016,Sharjah,Pakistan,West Indies
1,10/1/2016,Dhaka,Bangladesh,Afghanistan
1,10/1/2016,Dhaka,Bangladesh,Afghanistan
1,10/2/2016,Johannesburg,South Africa,Australia
1,10/2/2016,Johannesburg,South Africa,Australia
1,10/2/2016,Sharjah,Pakistan,West Indies
1,10/2/2016,Sharjah,Pakistan,West Indies
1,10/5/2016,Durban,South Africa,Australia
1,10/5/2016,Durban,South Africa,Australia
1,10/5/2016,Abu Dhabi,Pakistan,West Indies
1,10/5/2016,Abu Dhabi,Pakistan,West Indies
1,10/7/2016,Dhaka,Bangladesh,England
1,10/7/2016,Dhaka,Bangladesh,England
1,10/9/2016,Port Elizabeth,South Africa,Australia
1,10/9/2016,Port Elizabeth,South Africa,Australia
1,10/9/2016,Dhaka,Bangladesh,England
1,10/9/2016,Dhaka,Bangladesh,England
1,10/12/2016,Cape Town,South Africa,Australia
1,10/12/2016,Cape Town,South Africa,Australia
1,10/12/2016,Chattogram,Bangladesh,England
1,10/12/2016,Chattogram,Bangladesh,England
1,10/16/2016,Dharamsala,India,New Zealand
1,10/16/2016,Dharamsala,India,New Zealand
1,10/20/2016,Delhi,India,New Zealand
1,10/20/2016,Delhi,India,New Zealand
1,10/23/2016,Mohali,India,New Zealand
1,10/23/2016,Mohali,India,New Zealand
1,10/26/2016,Ranchi,India,New Zealand
1,10/26/2016,Ranchi,India,New Zealand
1,10/29/2016,Visakhapatnam,India,New Zealand
1,10/29/2016,Visakhapatnam,India,New Zealand
1,11/14/2016,Harare,Zimbabwe,Sri Lanka
1,11/14/2016,Harare,Zimbabwe,Sri Lanka
1,11/16/2016,Harare,Sri Lanka,West Indies
1,11/16/2016,Harare,Sri Lanka,West Indies
1,11/19/2016,Bulawayo,Zimbabwe,West Indies
1,11/19/2016,Bulawayo,Zimbabwe,West Indies
1,11/21/2016,Bulawayo,Zimbabwe,Sri Lanka
1,11/21/2016,Bulawayo,Zimbabwe,Sri Lanka
1,11/23/2016,Bulawayo,Sri Lanka,West Indies
1,11/23/2016,Bulawayo,Sri Lanka,West Indies
1,11/25/2016,Bulawayo,Zimbabwe,West Indies
1,11/25/2016,Bulawayo,Zimbabwe,West Indies
1,11/27/2016,Bulawayo,Zimbabwe,Sri Lanka
1,11/27/2016,Bulawayo,Zimbabwe,Sri Lanka
1,12/4/2016,Sydney,Australia,New Zealand
1,12/4/2016,Sydney,Australia,New Zealand
1,12/6/2016,Canberra,Australia,New Zealand
1,12/6/2016,Canberra,Australia,New Zealand
1,12/9/2016,Melbourne,Australia,New Zealand
1,12/9/2016,Melbourne,Australia,New Zealand
1,12/26/2016,Christchurch,New Zealand,Bangladesh
1,12/26/2016,Christchurch,New Zealand,Bangladesh
1,12/29/2016,Nelson,New Zealand,Bangladesh
1,12/29/2016,Nelson,New Zealand,Bangladesh
1,12/31/2016,Nelson,New Zealand,Bangladesh
1,12/31/2016,Nelson,New Zealand,Bangladesh
1,1/13/2017,Brisbane,Australia,Pakistan
1,1/13/2017,Brisbane,Australia,Pakistan
1,1/15/2017,Pune,India,England
1,1/15/2017,Pune,India,England
1,1/15/2017,Melbourne,Australia,Pakistan
1,1/15/2017,Melbourne,Australia,Pakistan
1,1/19/2017,Cuttack,India,England
1,1/19/2017,Cuttack,India,England
1,1/19/2017,Perth,Australia,Pakistan
1,1/19/2017,Perth,Australia,Pakistan
1,1/22/2017,Kolkata,India,England
1,1/22/2017,Kolkata,India,England
1,1/22/2017,Abu Dhabi,Hong Kong,Scotland
1,1/22/2017,Sydney,Australia,Pakistan
1,1/22/2017,Sydney,Australia,Pakistan
1,1/24/2017,Dubai (DSC),U.A.E.,Scotland
1,1/26/2017,Adelaide,Australia,Pakistan
1,1/26/2017,Adelaide,Australia,Pakistan
1,1/28/2017,Port Elizabeth,South Africa,Sri Lanka
1,1/28/2017,Port Elizabeth,South Africa,Sri Lanka
1,1/30/2017,Auckland,New Zealand,Australia
1,1/30/2017,Auckland,New Zealand,Australia
1,2/1/2017,Durban,South Africa,Sri Lanka
1,2/1/2017,Durban,South Africa,Sri Lanka
1,2/2/2017,Napier,New Zealand,Australia
1,2/2/2017,Napier,New Zealand,Australia
1,2/4/2017,Johannesburg,South Africa,Sri Lanka
1,2/4/2017,Johannesburg,South Africa,Sri Lanka
1,2/5/2017,Hamilton,New Zealand,Australia
1,2/5/2017,Hamilton,New Zealand,Australia
1,2/7/2017,Cape Town,South Africa,Sri Lanka
1,2/7/2017,Cape Town,South Africa,Sri Lanka
1,2/10/2017,Centurion,South Africa,Sri Lanka
1,2/10/2017,Centurion,South Africa,Sri Lanka
1,2/16/2017,Harare,Zimbabwe,Afghanistan
1,2/16/2017,Harare,Zimbabwe,Afghanistan
1,2/19/2017,Harare,Zimbabwe,Afghanistan
1,2/19/2017,Harare,Zimbabwe,Afghanistan
1,2/19/2017,Hamilton,New Zealand,South Africa
1,2/19/2017,Hamilton,New Zealand,South Africa
1,2/21/2017,Harare,Zimbabwe,Afghanistan
1,2/21/2017,Harare,Zimbabwe,Afghanistan
1,2/22/2017,Christchurch,New Zealand,South Africa
1,2/22/2017,Christchurch,New Zealand,South Africa
1,2/24/2017,Harare,Zimbabwe,Afghanistan
1,2/24/2017,Harare,Zimbabwe,Afghanistan
1,2/25/2017,Wellington,New Zealand,South Africa
1,2/25/2017,Wellington,New Zealand,South Africa
1,2/26/2017,Harare,Zimbabwe,Afghanistan
1,2/26/2017,Harare,Zimbabwe,Afghanistan
1,3/1/2017,Hamilton,New Zealand,South Africa
1,3/1/2017,Hamilton,New Zealand,South Africa
1,3/2/2017,ICCA Dubai,U.A.E.,Ireland
1,3/3/2017,North Sound,West Indies,England
1,3/3/2017,North Sound,West Indies,England
1,3/4/2017,ICCA Dubai,U.A.E.,Ireland
1,3/4/2017,Auckland,New Zealand,South Africa
1,3/4/2017,Auckland,New Zealand,South Africa
1,3/5/2017,North Sound,West Indies,England
1,3/5/2017,North Sound,West Indies,England
1,3/9/2017,Bridgetown,West Indies,England
1,3/9/2017,Bridgetown,West Indies,England
1,3/15/2017,Greater Noida,Afghanistan,Ireland
1,3/15/2017,Greater Noida,Afghanistan,Ireland
1,3/17/2017,Greater Noida,Afghanistan,Ireland
1,3/17/2017,Greater Noida,Afghanistan,Ireland
1,3/19/2017,Greater Noida,Afghanistan,Ireland
1,3/19/2017,Greater Noida,Afghanistan,Ireland
1,3/22/2017,Greater Noida,Afghanistan,Ireland
1,3/22/2017,Greater Noida,Afghanistan,Ireland
1,3/24/2017,Greater Noida,Afghanistan,Ireland
1,3/24/2017,Greater Noida,Afghanistan,Ireland
